Country_Code,year,GDP_Current_LCU
ABW,1986,725779516.640253
ABW,1987,872808399.366085
ABW,1988,1067598256.7353401
ABW,1989,1244594809.82567
ABW,1990,1369147939.77813
ABW,1991,1561128300.0
ABW,1992,1715649100.0
ABW,1993,1938533700.0
ABW,1994,2229782000.0
ABW,1995,2363650000.0
ABW,1996,2470130000.0
ABW,1997,2742180000.0
ABW,1998,2980530000.0
ABW,1999,3083810000.0
ABW,2000,3353480000.0
ABW,2001,3437000000.0
ABW,2002,3475000000.0
ABW,2003,3618000000.0
ABW,2004,3989000000.0
ABW,2005,4172000000.0
ABW,2006,4340000000.0
ABW,2007,4681000000.0
ABW,2008,4914000000.0
ABW,2009,4473000000.0
ABW,2010,4279000000.0
ABW,2011,4564000000.0
ABW,2012,4537000000.0
ABW,2013,4882851000.0
ABW,2014,4995620000.0
ABW,2015,5303600000.0
ABW,2016,5340710000.0
ABW,2017,5535450000.0
ABW,2018,5731917606.40279
AFG,1960,24200001500.0
AFG,1961,24700000300.0
AFG,1962,24600000500.0
AFG,1963,33800003599.999996
AFG,1964,36000002000.0
AFG,1965,45299998700.0
AFG,1966,62999998500.0
AFG,1967,75300003800.0
AFG,1968,61800001500.0
AFG,1969,63400001500.0
AFG,1970,78699896800.0
AFG,1971,82399903700.0
AFG,1972,71799996400.0
AFG,1973,77999996900.0
AFG,1974,96999997400.0
AFG,1975,106499997700.0
AFG,1976,115000000500.0
AFG,1977,132900003800.0
AFG,1978,148500004900.0
AFG,1979,161599995900.0
AFG,1980,160599998500.0
AFG,1981,172200001500.0
AFG,2002,182162721300.0
AFG,2003,221358563000.0
AFG,2004,249791940700.0
AFG,2005,308163225800.0
AFG,2006,348048404600.0
AFG,2007,485419056200.0
AFG,2008,515046858600.0
AFG,2009,611692107000.0
AFG,2010,726231122700.0
AFG,2011,850347275400.0
AFG,2012,1028794220100.0
AFG,2013,1138809791300.0
AFG,2014,1176469485800.0
AFG,2015,1222756495400.0
AFG,2016,1222916881100.0
AFG,2017,1285460326500.0
AFG,2018,1327690394700.0
AFG,2019,1469596303300.0
AFG,2020,1520390483500.0
AGO,1980,177.4288007461
AGO,1981,166.0593514683
AGO,1982,166.0593514683
AGO,1983,173.05593188
AGO,1984,183.4414710018
AGO,1985,226.0025289364
AGO,1986,211.5961352958
AGO,1987,241.8694506132
AGO,1988,262.3759764481
AGO,1989,305.2168832638
AGO,1990,335.9646476978
AGO,1991,700.0
AGO,1992,3800.0
AGO,1993,29400.0
AGO,1994,678100.0
AGO,1995,15015300.0
AGO,1996,835493000.0
AGO,1997,1751785000.0
AGO,1998,2555800000.0
AGO,1999,17171000000.0
AGO,2000,91666100000.0
AGO,2001,197110800000.0
AGO,2002,665385000000.0
AGO,2003,1328940035000.0
AGO,2004,1967571431000.0
AGO,2005,3222352000000.0
AGO,2006,4209762000000.0
AGO,2007,5006335000000.0
AGO,2008,6643353030000.0
AGO,2009,5577340741700.0
AGO,2010,7701651395700.0
AGO,2011,10500941840100.0
AGO,2012,12224949831600.0
AGO,2013,13195003553700.0
AGO,2014,14323859000000.0
AGO,2015,13950290849400.0
AGO,2016,16549565423600.0
AGO,2017,20262296106300.0
AGO,2018,25627742117300.0
AGO,2019,32621698000000.0
AGO,2020,36029521000000.0
ALB,1980,14991970000.0
ALB,1981,15514160000.0
ALB,1982,15968780000.0
ALB,1983,16142520000.0
ALB,1984,15935960000.0
ALB,1985,16276690000.0
ALB,1986,16778610000.0
ALB,1987,16646369999.999998
ALB,1988,16409890000.0
ALB,1989,18024720000.0
ALB,1990,16228430000.0
ALB,1991,15833650000.0
ALB,1992,48934320000.0
ALB,1993,120976260000.0
ALB,1994,177981840000.0
ALB,1995,221803320000.0
ALB,1996,334359130000.0
ALB,1997,331324240000.0
ALB,1998,384848410000.0
ALB,1999,443593640000.0
ALB,2000,501198990000.0
ALB,2001,563448810000.0
ALB,2002,610494270000.0
ALB,2003,677737520000.0
ALB,2004,737655550000.0
ALB,2005,804163210000.0
ALB,2006,872735100000.0
ALB,2007,965527760000.0
ALB,2008,1080676050000.0
ALB,2009,1143937450000.0
ALB,2010,1239645590000.0
ALB,2011,1300624080000.0
ALB,2012,1332810980000.0
ALB,2013,1350052650000.0
ALB,2014,1395304630000.0
ALB,2015,1434306520000.0
ALB,2016,1472479120000.0
ALB,2017,1550645490000.0
ALB,2018,1635714630000.0
ALB,2019,1679246620400.0
ALB,2020,1607978180300.0
AND,1970,33075100.0
AND,1971,37328600.0
AND,1972,43809600.0
AND,1973,52817200.0
AND,1974,64679900.0
AND,1975,75943900.0
AND,1976,91389700.0
AND,1977,115960200.0
AND,1978,141930500.0
AND,1979,166030700.0
AND,1980,192360700.0
AND,1981,215833200.0
AND,1982,248204100.0
AND,1983,282616900.0
AND,1984,318914300.0
AND,1985,354366200.0
AND,1986,405699900.0
AND,1987,453657900.0
AND,1988,505070300.0
AND,1989,565962200.0
AND,1990,630395100.0
AND,1991,691276900.0
AND,1992,744521400.0
AND,1993,770274000.0
AND,1994,819228800.0
AND,1995,883347000.0
AND,1996,931789600.0
AND,1997,1038925600.0
AND,1998,1088194100.0
AND,1999,1163747900.0
AND,2000,1551090000.0
AND,2001,1728690000.0
AND,2002,1865830000.0
AND,2003,2092489999.9999998
AND,2004,2331570000.0
AND,2005,2540880000.0
AND,2006,2755130000.0
AND,2007,2887770000.0
AND,2008,2789260000.0
AND,2009,2644840000.0
AND,2010,2602310000.0
AND,2011,2607220000.0
AND,2012,2481850000.0
AND,2013,2404540000.0
AND,2014,2462690000.0
AND,2015,2514510000.0
AND,2016,2616860000.0
AND,2017,2655760000.0
AND,2018,2725270000.0
AND,2019,2818420000.0
AND,2020,2507690000.0
ARE,1975,58313000000.0
ARE,1976,75951000000.0
ARE,1977,97082000000.0
ARE,1978,92041000000.0
ARE,1979,119147000000.0
ARE,1980,161638000000.0
ARE,1981,181103000000.0
ARE,1982,171152000000.0
ARE,1983,157131000000.0
ARE,1984,153477000000.0
ARE,1985,149056000000.0
ARE,1986,124607000000.0
ARE,1987,133569000000.0
ARE,1988,133168000000.0
ARE,1989,152218000000.0
ARE,1990,186125000000.0
ARE,1991,189248000000.0
ARE,1992,199112000000.0
ARE,1993,204200000000.0
ARE,1994,217709000000.0
ARE,1995,241345000000.0
ARE,1996,270080000000.0
ARE,1997,289418000000.0
ARE,1998,277914000000.0
ARE,1999,310126000000.0
ARE,2000,383179000000.0
ARE,2001,379412000000.0
ARE,2002,403300000000.0
ARE,2003,456662000000.0
ARE,2004,542885000000.0
ARE,2005,663317651100.0
ARE,2006,815723000000.0
ARE,2007,947197000000.0
ARE,2008,1158580526300.0
ARE,2009,931152675000.0
ARE,2010,1064244000000.0
ARE,2011,1287821000000.0
ARE,2012,1375684000000.0
ARE,2013,1432670000000.0
ARE,2014,1480521000000.0
ARE,2015,1315251000000.0
ARE,2016,1311248000000.0
ARE,2017,1416136223900.0
ARE,2018,1550584747600.0
ARE,2019,1546644979000.0
ARG,1960,0.1315089166
ARG,1961,0.1668071896
ARG,1962,0.2131359279
ARG,1963,0.2534708977
ARG,1964,0.359472096
ARG,1965,0.4818600118
ARG,1966,0.6012399793
ARG,1967,0.8004699945
ARG,1968,0.9252899885
ARG,1969,1.0939699411
ARG,1970,1.2001999617
ARG,1971,1.664659977
ARG,1972,2.7786400318
ARG,1973,4.7289600372
ARG,1974,6.5193099976
ARG,1975,19.402299881
ARG,1976,102.3389968872
ARG,1977,283.9049987793
ARG,1978,708.6110229492
ARG,1979,1932.1400146484
ARG,1980,3840.3999023438
ARG,1981,7474.2998046875
ARG,1982,21852.5
ARG,1983,109490.0
ARG,1984,790920.0
ARG,1985,5305000.0
ARG,1986,9984100.0
ARG,1987,23332300.0
ARG,1988,111062000.0
ARG,1989,3244039936.0
ARG,1990,68921999360.0
ARG,1991,180898005000.0
ARG,1992,226638004200.0
ARG,1993,236504973300.0
ARG,1994,257440000000.0
ARG,1995,258031750000.0
ARG,1996,272149750000.0
ARG,1997,292859000000.0
ARG,1998,298948250000.0
ARG,1999,283523000000.0
ARG,2000,284203750000.0
ARG,2001,268696750000.0
ARG,2002,312580000000.0
ARG,2003,375909500000.0
ARG,2004,485115194700.0
ARG,2005,582538172900.0
ARG,2006,715904271700.0
ARG,2007,896980174100.0
ARG,2008,1149646090600.0
ARG,2009,1247929268900.0
ARG,2010,1661720925900.0
ARG,2011,2179024103600.0
ARG,2012,2637913848200.0
ARG,2013,3348308488200.0
ARG,2014,4579086425400.0
ARG,2015,5954510895700.0
ARG,2016,8228159556500.0
ARG,2017,10660228494800.0
ARG,2018,14542722148100.0
ARG,2019,21447249859800.0
ARG,2020,27021238150100.0
ARM,1990,50310000.0
ARM,1991,79690000.0
ARM,1992,310190000.0
ARM,1993,4218410000.0
ARM,1994,187065008100.0
ARM,1995,522255990800.0
ARM,1996,661209022500.0
ARM,1997,804334993400.0
ARM,1998,955384987600.0
ARM,1999,987443691500.0
ARM,2000,1031338300000.0
ARM,2001,1175876800000.0
ARM,2002,1362471700000.0
ARM,2003,1624642700000.0
ARM,2004,1907945400000.0
ARM,2005,2242880900000.0
ARM,2006,2656189800000.0
ARM,2007,3149283400000.0
ARM,2008,3568227600000.0
ARM,2009,3141651000000.0
ARM,2010,3460202700000.0
ARM,2011,3777945600000.0
ARM,2012,4266460500000.0
ARM,2013,4555638200000.0
ARM,2014,4828626300000.0
ARM,2015,5043633200000.0
ARM,2016,5067293500000.0
ARM,2017,5564493300000.0
ARM,2018,6017035200000.0
ARM,2019,6569030800000.0
ARM,2020,6183742100000.0
ASM,2002,512000000.0
ASM,2003,524000000.0
ASM,2004,509000000.0
ASM,2005,500000000.0
ASM,2006,493000000.0
ASM,2007,518000000.0
ASM,2008,560000000.0
ASM,2009,675000000.0
ASM,2010,573000000.0
ASM,2011,570000000.0
ASM,2012,640000000.0
ASM,2013,638000000.0
ASM,2014,643000000.0
ASM,2015,673000000.0
ASM,2016,671000000.0
ASM,2017,612000000.0
ASM,2018,641000000.0
ASM,2019,638000000.0
ATG,1977,209241235.0
ATG,1978,237274222.0
ATG,1979,294515943.0
ATG,1980,354863772.0
ATG,1981,399172683.0
ATG,1982,443797053.0
ATG,1983,491789051.0
ATG,1984,562606685.0
ATG,1985,650494597.0
ATG,1986,784188380.0
ATG,1987,910372127.0
ATG,1988,1076321865.0
ATG,1989,1184745929.0
ATG,1990,1240570000.0
ATG,1991,1300610000.0
ATG,1992,1348060000.0
ATG,1993,1444970000.0
ATG,1994,1591460000.0
ATG,1995,1558660000.0
ATG,1996,1711070000.0
ATG,1997,1837670000.0
ATG,1998,1965220000.0
ATG,1999,2068739999.9999998
ATG,2000,2231200000.0
ATG,2001,2161300000.0
ATG,2002,2198830000.0
ATG,2003,2312270000.0
ATG,2004,2483270000.0
ATG,2005,2762000000.0
ATG,2006,3125690000.0
ATG,2007,3544450000.0
ATG,2008,3699190000.0
ATG,2009,3316490000.0
ATG,2010,3101490000.0
ATG,2011,3071620000.0
ATG,2012,3239860000.0
ATG,2013,3189910000.0
ATG,2014,3374280000.0
ATG,2015,3609070000.0
ATG,2016,3878780000.0
ATG,2017,3963540000.0
ATG,2018,4334450000.0
ATG,2019,4487300000.0
ATG,2020,3820660000.0
AUS,1960,16588000000.0
AUS,1961,17548000000.0
AUS,1962,17762000000.0
AUS,1963,19204000000.0
AUS,1964,21219000000.0
AUS,1965,23159000000.0
AUS,1966,24348000000.0
AUS,1967,27142000000.0
AUS,1968,29167000000.0
AUS,1969,32706000000.0
AUS,1970,36851000000.0
AUS,1971,40314000000.0
AUS,1972,44484000000.0
AUS,1973,49747000000.0
AUS,1974,60272000000.0
AUS,1975,71159000000.0
AUS,1976,83234000000.0
AUS,1977,96074000000.0
AUS,1978,104919000000.0
AUS,1979,118587000000.0
AUS,1980,134424000000.0
AUS,1981,152142000000.0
AUS,1982,175614000000.0
AUS,1983,189157000000.0
AUS,1984,213378000000.0
AUS,1985,234973000000.0
AUS,1986,260240000000.0
AUS,1987,285710000000.0
AUS,1988,323889000000.0
AUS,1989,367536000000.0
AUS,1990,403860000000.0
AUS,1991,414485000000.0
AUS,1992,422447000000.0
AUS,1993,443397000000.0
AUS,1994,465760000000.0
AUS,1995,494567000000.0
AUS,1996,527599000000.0
AUS,1997,555291000000.0
AUS,1998,588097000000.0
AUS,1999,620141000000.0
AUS,2000,661159000000.0
AUS,2001,705066000000.0
AUS,2002,754253000000.0
AUS,2003,800960000000.0
AUS,2004,861039000000.0
AUS,2005,922371000000.0
AUS,2006,996430000000.0
AUS,2007,1086593000000.0
AUS,2008,1177313000000.0
AUS,2009,1260145000000.0
AUS,2010,1301211000000.0
AUS,2011,1416622000000.0
AUS,2012,1499458000000.0
AUS,2013,1536307000000.0
AUS,2014,1598530000000.0
AUS,2015,1624601000000.0
AUS,2016,1660714000000.0
AUS,2017,1762371000000.0
AUS,2018,1848560000000.0
AUS,2019,1952680000000.0
AUS,2020,1985438000000.0
AUT,1960,12456853504.0
AUT,1961,13815504896.0
AUT,1962,14655121408.0
AUT,1963,15822951424.0
AUT,1964,17326626816.0
AUT,1965,18883733504.0
AUT,1966,20572207104.0
AUT,1967,21879263232.0
AUT,1968,23506483200.0
AUT,1969,25664612352.0
AUT,1970,29047294000.0
AUT,1971,32427439000.0
AUT,1972,37057943000.0
AUT,1973,41997559000.0
AUT,1974,47801145000.0
AUT,1975,50702938000.0
AUT,1976,56006921000.0
AUT,1977,61911611000.0
AUT,1978,65483749000.0
AUT,1979,71830084000.0
AUT,1980,77151790000.0
AUT,1981,82215016000.0
AUT,1982,88359974000.0
AUT,1983,94146775000.0
AUT,1984,98857490000.0
AUT,1985,104329954000.0
AUT,1986,109880625000.0
AUT,1987,114085965000.0
AUT,1988,119645441000.0
AUT,1989,127981232000.0
AUT,1990,137548696000.0
AUT,1991,147464360000.0
AUT,1992,155789392000.0
AUT,1993,160927978000.0
AUT,1994,168954605000.0
AUT,1995,176608750000.0
AUT,1996,182540880000.0
AUT,1997,188723760000.0
AUT,1998,196346610000.0
AUT,1999,203850580000.0
AUT,2000,213606480000.0
AUT,2001,220525080000.0
AUT,2002,226735220000.0
AUT,2003,231862460000.0
AUT,2004,242348260000.0
AUT,2005,254075030000.0
AUT,2006,267824450000.0
AUT,2007,283977970000.0
AUT,2008,293761910000.0
AUT,2009,288044020000.0
AUT,2010,295896640000.0
AUT,2011,310128660000.0
AUT,2012,318653040000.0
AUT,2013,323910200000.0
AUT,2014,333146070000.0
AUT,2015,344269230000.0
AUT,2016,357607950000.0
AUT,2017,369341260000.0
AUT,2018,385361890000.0
AUT,2019,397575280000.0
AUT,2020,375561950000.0
AZE,1990,293200.0
AZE,1991,534400.0
AZE,1992,4820100.0
AZE,1993,31400000.0
AZE,1994,374700000.0
AZE,1995,2133800000.0000002
AZE,1996,2732600000.0
AZE,1997,3158300000.0
AZE,1998,3440600000.0
AZE,1999,3775100000.0
AZE,2000,4718100000.0
AZE,2001,5315600000.0
AZE,2002,6062500000.0
AZE,2003,7146500000.0
AZE,2004,8530200000.000001
AZE,2005,12522500000.0
AZE,2006,18746200000.0
AZE,2007,28360500000.0
AZE,2008,40137200000.0
AZE,2009,35601500000.0
AZE,2010,42465000000.0
AZE,2011,52082000000.0
AZE,2012,54743700000.0
AZE,2013,58182000000.0
AZE,2014,59014100000.0
AZE,2015,54380000000.0
AZE,2016,60425200000.0
AZE,2017,70337800000.0
AZE,2018,80092000000.0
AZE,2019,81896200000.0
AZE,2020,72432200000.0
BDI,1960,9799999500.0
BDI,1961,10149999600.0
BDI,1962,10675000300.0
BDI,1963,11637499900.0
BDI,1964,13037500400.0
BDI,1965,13415200000.0
BDI,1966,14476400000.0
BDI,1967,15601000000.0
BDI,1968,16030000000.0
BDI,1969,16643000000.0
BDI,1970,21239100000.0
BDI,1971,22123700000.0
BDI,1972,21595400000.0
BDI,1973,24355100000.0
BDI,1974,27189500000.0
BDI,1975,33152699999.999996
BDI,1976,38675600000.0
BDI,1977,49278200000.0
BDI,1978,54920300000.0
BDI,1979,70424700000.0
BDI,1980,82775400000.0
BDI,1981,87214200000.0
BDI,1982,91190000000.0
BDI,1983,100658000000.0
BDI,1984,118171000000.0
BDI,1985,138791000000.0
BDI,1986,137201000000.0
BDI,1987,139804000000.0
BDI,1988,151964000000.0
BDI,1989,176743000000.0
BDI,1990,193878000000.0
BDI,1991,211898000000.0
BDI,1992,225599995900.0
BDI,1993,227899998200.0
BDI,1994,233721004000.0
BDI,1995,249864994800.0
BDI,1996,263100000000.0
BDI,1997,342800000000.0
BDI,1998,400200000000.0
BDI,1999,455400000000.0
BDI,2000,627333193100.0
BDI,2001,728046498300.0
BDI,2002,768235261400.0
BDI,2003,849482572100.0
BDI,2004,1007615939900.0
BDI,2005,1208244000000.0
BDI,2006,1309900000000.0
BDI,2007,1467231000000.0
BDI,2008,1911139000000.0
BDI,2009,2191509000000.0
BDI,2010,2501047000000.0
BDI,2011,2819534000000.0
BDI,2012,3365810000000.0
BDI,2013,3812500000000.0
BDI,2014,4184999000000.0
BDI,2015,4879793000000.0
BDI,2016,4897101000000.0
BDI,2017,5485068000000.0
BDI,2018,5414485000000.0
BDI,2019,5559586343900.0
BDI,2020,6239579000000.0
BEL,1960,14450609152.0
BEL,1961,15369578496.0
BEL,1962,16440317952.0
BEL,1963,17674829824.0
BEL,1964,19782035456.0
BEL,1965,21531359232.0
BEL,1966,23118405632.0
BEL,1967,24779487232.0
BEL,1968,26495297536.0
BEL,1969,29388689408.0
BEL,1970,33102330000.0
BEL,1971,36266123000.0
BEL,1972,40599196000.0
BEL,1973,46130061000.0
BEL,1974,54105540000.0
BEL,1975,59878805000.0
BEL,1976,68055986000.0
BEL,1977,73603256000.0
BEL,1978,79043163000.0
BEL,1979,84538074000.0
BEL,1980,91938570000.0
BEL,1981,96393509000.0
BEL,1982,104307846000.0
BEL,1983,110506023000.0
BEL,1984,119389867000.0
BEL,1985,126978258000.0
BEL,1986,132908805000.0
BEL,1987,138264521000.0
BEL,1988,147935633000.0
BEL,1989,160411128000.0
BEL,1990,170096820000.0
BEL,1991,178197561000.0
BEL,1992,187120977000.0
BEL,1993,192721412000.0
BEL,1994,203106897000.0
BEL,1995,210489100000.0
BEL,1996,214287100000.0
BEL,1997,224101500000.0
BEL,1998,232623800000.0
BEL,1999,242307600000.0
BEL,2000,256376400000.0
BEL,2001,264334900000.0
BEL,2002,273255900000.0
BEL,2003,281200200000.0
BEL,2004,296819700000.0
BEL,2005,310037600000.0
BEL,2006,325151500000.0
BEL,2007,343618900000.0
BEL,2008,351743100000.0
BEL,2009,346472800000.0
BEL,2010,363140100000.0
BEL,2011,375967800000.0
BEL,2012,386174700000.0
BEL,2013,392880000000.0
BEL,2014,403003300000.0
BEL,2015,416701400000.0
BEL,2016,430085300000.0
BEL,2017,445050100000.0
BEL,2018,460370100000.0
BEL,2019,476343600000.0
BEL,2020,451176900000.0
BEN,1960,55462047700.0
BEN,1961,57800011800.0
BEN,1962,57929838600.0
BEN,1963,62216437800.0
BEN,1964,66112991200.00001
BEN,1965,71045292000.0
BEN,1966,74422198300.0
BEN,1967,75330887700.0
BEN,1968,80786079700.0
BEN,1969,85981503500.0
BEN,1970,92215746600.0
BEN,1971,92264521700.0
BEN,1972,103414964200.0
BEN,1973,112419971100.0
BEN,1974,133508014100.0
BEN,1975,145062002700.0
BEN,1976,166884999200.0
BEN,1977,184271994900.0
BEN,1978,209598971900.0
BEN,1979,252337012700.0
BEN,1980,296900984800.0
BEN,1981,350837964800.0
BEN,1982,416599998500.0
BEN,1983,417399996400.0
BEN,1984,459300012000.0
BEN,1985,469800026100.0
BEN,1986,462700019700.0
BEN,1987,469561999400.0
BEN,1988,482587410400.0
BEN,1989,479244386300.0
BEN,1990,533629545100.0
BEN,1991,560387826700.0
BEN,1992,594416368900.0
BEN,1993,644069732800.0
BEN,1994,887259268600.0
BEN,1995,1082965970900.0001
BEN,1996,1207834857200.0
BEN,1997,1323938197500.0
BEN,1998,1448386288100.0
BEN,1999,2263338000000.0
BEN,2000,2499926000000.0
BEN,2001,2685133000000.0
BEN,2002,2909671000000.0
BEN,2003,3102021000000.0
BEN,2004,3264365000000.0
BEN,2005,3462851000000.0
BEN,2006,3674800000000.0
BEN,2007,3909982000000.0
BEN,2008,4365330000000.0
BEN,2009,4580012000000.0
BEN,2010,4718034000000.0
BEN,2011,5039213000000.0
BEN,2012,5688291000000.0
BEN,2013,6182559000000.0
BEN,2014,6559333000000.0
BEN,2015,6732814000000.0
BEN,2016,7005230000000.0
BEN,2017,7375302197900.0
BEN,2018,7915660272300.0
BEN,2019,8432247506700.0
BEN,2020,9008810371200.0
BFA,1960,81022959600.0
BFA,1961,85901672400.0
BFA,1962,92999196700.0
BFA,1963,96546406400.0
BFA,1964,100539957200.0
BFA,1965,103640383500.0
BFA,1966,106597359600.0
BFA,1967,110885888000.0
BFA,1968,113989353500.0
BFA,1969,124338790400.0
BFA,1970,126704377900.0
BFA,1971,132835033100.0
BFA,1972,145822056400.0
BFA,1973,150399729700.0
BFA,1974,180801323000.0
BFA,1975,201448276000.0
BFA,1976,233346433000.0
BFA,1977,277918974000.0
BFA,1978,332974096400.0
BFA,1979,371939672100.0
BFA,1980,407499079700.0
BFA,1981,482552217600.0
BFA,1982,576523272200.0
BFA,1983,609811824600.0
BFA,1984,637904355300.0
BFA,1985,697477693400.0
BFA,1986,705183875100.0
BFA,1987,712222048300.0
BFA,1988,779182997500.0
BFA,1989,834394193900.0
BFA,1990,844374999000.0
BFA,1991,884418019300.0
BFA,1992,888488984600.0
BFA,1993,905988997100.0
BFA,1994,1052274262000.0001
BFA,1995,1187732652000.0
BFA,1996,1323156242400.0
BFA,1997,1428629487600.0
BFA,1998,1654757130200.0
BFA,1999,2086187976300.0
BFA,2000,2108160114900.0
BFA,2001,2336620419500.0
BFA,2002,2512872151500.0
BFA,2003,2749159243200.0
BFA,2004,2874882704500.0
BFA,2005,3240716112600.0
BFA,2006,3420539891800.0
BFA,2007,3649928073800.0
BFA,2008,4215340616100.0
BFA,2009,4444600582300.0
BFA,2010,5002181838700.0
BFA,2011,5692822881100.0
BFA,2012,6413105899900.0
BFA,2013,6640134954900.0
BFA,2014,6884466390200.0
BFA,2015,6995311000000.0
BFA,2016,7605123000000.0
BFA,2017,8191299000000.0
BFA,2018,8920421283400.0
BFA,2019,9369187710500.0
BFA,2020,9997387363500.0
BGD,1960,20519491600.0
BGD,1961,23124385800.0
BGD,1962,24390785000.0
BGD,1963,25533401100.0
BGD,1964,25853063200.0
BGD,1965,28351856600.0
BGD,1966,30910501700.0
BGD,1967,34817163300.0
BGD,1968,35921691700.0
BGD,1969,40660830900.0
BGD,1970,43165066400.0
BGD,1971,42008847300.0
BGD,1972,37729475200.0
BGD,1973,62922812900.0
BGD,1974,99674260500.0
BGD,1975,172623537500.0
BGD,1976,150239133000.0
BGD,1977,149303279700.0
BGD,1978,200820319200.0
BGD,1979,236906610500.0
BGD,1980,280777000000.0
BGD,1981,330880000000.0
BGD,1982,371249000000.0
BGD,1983,418391000000.0
BGD,1984,473021000000.0
BGD,1985,579239000000.0
BGD,1986,653221000000.0
BGD,1987,753239000000.0
BGD,1988,829265000000.0
BGD,1989,923893000000.0
BGD,1990,1039585474800.0
BGD,1991,1105182177000.0
BGD,1992,1195424572200.0
BGD,1993,1253694434000.0
BGD,1994,1354123301400.0
BGD,1995,1525177900500.0
BGD,1996,1899334000000.0
BGD,1997,2060032000000.0
BGD,1998,2269299000000.0
BGD,1999,2465089000000.0
BGD,2000,2685034000000.0
BGD,2001,2913370000000.0
BGD,2002,3142804000000.0
BGD,2003,3483202000000.0
BGD,2004,3832940000000.0
BGD,2005,4270741000000.0
BGD,2006,4823369660200.0
BGD,2007,5497997000000.0
BGD,2008,6286822000000.0
BGD,2009,7050718000000.0
BGD,2010,7975387000000.0
BGD,2011,9158288000000.0
BGD,2012,10552040389300.0
BGD,2013,11989231718700.0
BGD,2014,13436744000000.0
BGD,2015,15158023000000.0
BGD,2016,17328639000000.0
BGD,2017,19758152000000.0
BGD,2018,22504793000000.0
BGD,2019,25424826000000.0
BGD,2020,27463058272000.0
BGR,1980,25791000.0
BGR,1981,27818000.0
BGR,1982,29013000.0
BGR,1983,29814600.0
BGR,1984,31670900.0
BGR,1985,32595300.0
BGR,1986,34423800.0
BGR,1987,36531300.0
BGR,1988,38345100.0
BGR,1989,39579200.0
BGR,1990,45390600.0
BGR,1991,135700000.0
BGR,1992,200800000.0
BGR,1993,298900000.0
BGR,1994,525600000.0
BGR,1995,1275678000.0
BGR,1996,2187142000.0
BGR,1997,19032357000.0
BGR,1998,26460036000.0
BGR,1999,25042932000.0
BGR,2000,28124879000.0
BGR,2001,30986688000.0
BGR,2002,34068712000.0
BGR,2003,36637913000.0
BGR,2004,41201300000.0
BGR,2005,47017239000.0
BGR,2006,53608436000.0
BGR,2007,63454890000.0
BGR,2008,72790342000.0
BGR,2009,73181464000.0
BGR,2010,74434109000.0
BGR,2011,80713714000.0
BGR,2012,82238607000.0
BGR,2013,81954850000.0
BGR,2014,83884921000.0
BGR,2015,89362348000.0
BGR,2016,95130590000.0
BGR,2017,102345074000.0
BGR,2018,109743367000.0
BGR,2019,119772250000.0
BGR,2020,118605085000.0
BHR,1980,1158100000.0
BHR,1981,1303900000.0
BHR,1982,1370800000.0
BHR,1983,1404400000.0
BHR,1984,1468500000.0
BHR,1985,1373100000.0
BHR,1986,1147700000.0
BHR,1987,1275399900.0
BHR,1988,1392100000.0
BHR,1989,1452700000.0
BHR,1990,1590400000.0
BHR,1991,1735700000.0
BHR,1992,1786400000.0
BHR,1993,1955300000.0
BHR,1994,2093400099.9999998
BHR,1995,2199399900.0
BHR,1996,2294299900.0
BHR,1997,2387300100.0
BHR,1998,2325100000.0
BHR,1999,2489499900.0
BHR,2000,3407650000.0
BHR,2001,3375050000.0
BHR,2002,3607160000.0
BHR,2003,4164130000.0
BHR,2004,4944460000.0
BHR,2005,6004240000.0
BHR,2006,6957790000.0
BHR,2007,8170480000.0
BHR,2008,9667300000.0
BHR,2009,8624770000.0
BHR,2010,9668190000.0
BHR,2011,10820000000.0
BHR,2012,11561740000.0
BHR,2013,12234840000.0
BHR,2014,12553780000.0
BHR,2015,11675040000.0
BHR,2016,12120350000.0
BHR,2017,13338140000.0
BHR,2018,14157340000.0
BHR,2019,14466420000.0
BHR,2020,12986760000.0
BHS,1960,173200000.0
BHS,1961,193900000.0
BHS,1962,216500000.0
BHS,1963,242500000.0
BHS,1964,272000000.0
BHS,1965,306400000.0
BHS,1966,346800000.0
BHS,1967,398000000.0
BHS,1968,453800000.0
BHS,1969,538700000.0
BHS,1970,539500000.0
BHS,1971,573400000.0
BHS,1972,590900000.0
BHS,1973,670900000.0
BHS,1974,632400000.0
BHS,1975,596200000.0
BHS,1976,642100000.0
BHS,1977,713000000.0
BHS,1978,832400000.0
BHS,1979,1139800100.0
BHS,1980,1335300000.0
BHS,1981,1426500000.0
BHS,1982,1578300000.0
BHS,1983,1732800000.0
BHS,1984,2041100000.0
BHS,1985,2320699900.0
BHS,1986,2472500000.0
BHS,1987,2713999900.0
BHS,1988,2817900000.0
BHS,1989,3062000000.0
BHS,1990,3166000000.0
BHS,1991,3111160000.0
BHS,1992,3109000000.0
BHS,1993,3092000000.0
BHS,1994,3259000000.0
BHS,1995,3429000000.0
BHS,1996,3609000000.0
BHS,1997,6332360000.0
BHS,1998,6833220000.0
BHS,1999,7683870000.0
BHS,2000,8076470000.0
BHS,2001,8317830000.0
BHS,2002,8881160000.0
BHS,2003,8870090000.0
BHS,2004,9055290000.0
BHS,2005,9836200000.0
BHS,2006,10167250000.0
BHS,2007,10618340000.0
BHS,2008,10526000000.0
