,Country,Country_Code,Region_Code,Income_Group,IDA,Tax_Type,Units(LCU),Reporting,revenue1,revenue2,revenue3,revenue4,revenue5,revenue6,revenue7,revenue8,revenue9,revenue10,revenue11,revenue12,revenue13,revenue14,revenue15,revenue16,revenue17,revenue18,revenue19,revenue20,revenue21,Oct-20,gr_Jan-20,gr_Feb-20,gr_Mar-20,gr_Apr-20,gr_May-20,gr_Jun-20,gr_Jul-20,gr_Aug-20,gr_Sep-20,gr_Oct-2-,2019_tax,2020_tax,Total Shortfall(%),Data_frequency,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,tax_2019Q1,tax_2019Q2,tax_2019Q3,tax_2019Q4,tax_2020Q1,tax_2020Q2,tax_2020Q3,tax_2019H1,tax_2019H2,tax_2020H1,tax_2019,gdp_2019Q1,gdp_2019Q2,gdp_2019Q3,gdp_2019Q4,gdp_2020Q1,gdp_2020Q2,gdp_2020Q3,gdp_2019H1,gdp_2019H2,gdp_2020H1,gdp_2019,factor,tax_gdp_2019Q1,tax_gdp_2019Q2,tax_gdp_2019Q3,tax_gdp_2019Q4,tax_gdp_2020Q1,tax_gdp_2020Q2,tax_gdp_2020Q3,tax_gdp_2019H1,tax_gdp_2019H2,tax_gdp_2020H1,tax_gdp_2019,Inflation_per_2020,year,GDP_Curr_USD,GDP_Curr_LCU,LCU_USD_ex_rate,Jan-19_real,Feb-19_real,Mar-19_real,Apr-19_real,May-19_real,Jun-19_real,Jul-19_real,Aug-19_real,Sep-19_real,Oct-19_real,Nov-19_real,Dec-19_real,grmonth13,grmonth14,grmonth15,grmonth16,grmonth17,grmonth18,grmonth19,grmonth20,grmonth21
0,Australia,AUS,EAP,High Income,0,Tax Revenue,mill lcu,monthly,31008.0,45091.0,34365.0,43880.0,49580.0,26889.0,38243.0,34484.0,29029.0,41189.0,40390.0,36591.0,32523.0,44971.0,34191.0,41665.0,41376.0,17394.0,0.0,0.0,0.0,0.0,0.04885835913312694,-0.00266128495708678,-0.005063291139240506,-0.050478577939835914,-0.16546994755949979,-0.3531183755439027,0.0,0.0,0.0,0.0,230813.0,212120.0,-0.08098763934440434,monthly,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,110464.0,120349.0,101756.0,118170.0,111685.0,100435.0,0.0,230813.0,219926.0,212120.0,450739.0,471362.0,499667.0,503307.0,520729.0,487118.0,470445.0,,971029.0,1024036.0,957563.0,1995065.0,1000000,23.43506689126404,24.085841170219364,20.21748157685071,22.69318589899929,22.927709507757875,21.348935582267853,,23.76993889986808,21.47639340804425,22.152067279124193,22.592697481034453,0.00745,2019,1392680589329.1375,1947246000000.0,0.7152052639107424,31239.009599999998,45426.92795,34621.01925,44206.905999999995,49949.371,27089.32305,38527.91035,34740.9058,29245.26605,41495.858049999995,40690.9055,36863.60295,0.04110214812956178,-0.010036512935715643,-0.01242075650329092,-0.05750020143911441,-0.1716412204670205,-0.35790200560216656,-1.0,-1.0,-1.0
1,Indonesia,IDN,EAP,Lower-Middle Income,IBRD,Income Taxes,bill lcu,monthly,56111.600000000006,46151.19999999998,55027.80000000002,97617.6,65586.70000000001,55823.79999999993,63851.09500400006,54038.004995999974,52026.50000000006,59665.90000000002,62810.09999999998,101579.69999999995,49120.0,46500.0,52187.5,93722.5,40280.0,48458.899999999965,39361.100000000035,38226.79999999999,33938.5,35251.5,-0.12460168663876997,0.007557766645288044,-0.051615728777091155,-0.039901616102014446,-0.3858510948103809,-0.13193118347371505,-0.3835485515552366,-0.29259416584994896,-0.34766897638703426,-0.4091851459543896,605900.2000000001,477046.8,-0.21266439588565916,monthly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,157290.6,219028.09999999995,169915.6000000001,224055.69999999995,147807.5,182461.39999999997,111526.40000000002,376318.69999999995,393971.30000000005,330268.89999999997,770290.0,3783859300.0,3963861700.0,4067378000.0,4018844400.0,3922613800.0,,,7747721000.0,8086222400.0,,15833943400.0,1000000000,4.156882894667886,5.525624165949078,4.1775217351325615,5.575127516755811,3.7680869832253174,,,4.857153477777529,4.87213040294316,,4.86480203030156,0.020739999999999998,2019,1119190780752.796,1.58339434e+16,7.068301006764972e-05,57275.35458400001,47108.37588799998,56169.07657200002,99642.189024,66946.96815800002,56981.58561199993,65175.366714383024,55158.753219617014,53105.529610000056,60903.37076600002,64112.781473999974,103686.46297799995,-0.14238854815013618,-0.012914388928338185,-0.07088556221671649,-0.059409463822339144,-0.3983297360839988,-0.1495691199264407,-0.3960739772667247,-0.30696765665100706,-0.36092342456162607
2,Indonesia,IDN,EAP,Lower-Middle Income,IBRD,Property Taxes,bill lcu,monthly,81.9,70.5,115.1,13.0,87.5,11359.6,801.0033739999999,2156.196625999999,839.4000000000015,3656.399999999998,1217.800000000003,771.5999999999985,640.0,-340.0,65.0,28.100000000000023,6.899999999999977,8716.7,383.2999999999993,286.7718585720013,4290.328141427999,1889.6000000000004,6.814407814407814,-5.822695035460993,-0.4352736750651607,1.1615384615384632,-0.9211428571428574,-0.23265784006479098,-0.5214751742106902,-0.867001063300986,4.111184347662606,-0.48320752652882576,19180.6,15966.7,-0.1675599303462873,monthly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,267.5,11460.1,3796.6000000000004,5645.799999999999,365.0,8751.7,4960.4,11727.6,9442.4,9116.7,21170.0,3783859300.0,3963861700.0,4067378000.0,4018844400.0,3922613800.0,,,7747721000.0,8086222400.0,,15833943400.0,1000000000,0.00706950176503656,0.2891145268766567,0.09334268907389479,0.14048316973904237,0.009305020035365194,,,0.15136838303805725,0.11677146055245771,,0.13370011162222545,0.020739999999999998,2019,1119190780752.796,1.58339434e+16,7.068301006764972e-05,83.598606,71.96217,117.487174,13.26962,89.31475,11595.198104000001,817.6161839767599,2200.9161440232388,856.8091560000015,3732.233735999998,1243.057172000003,787.6029839999985,6.655630047228299,-5.724704660796083,-0.44674811907553413,1.117619042595042,-0.9227451232859076,-0.24824915263905697,-0.5311981250961951,-0.869703414484576,4.007332276253116
3,Indonesia,IDN,EAP,Lower-Middle Income,IBRD,VAT,bill lcu,monthly,29258.5,28180.1,32498.700000000004,39942.0,43427.7,39014.0,37074.950236000004,38617.74976400001,48027.29999999999,51957.40000000002,53164.59999999998,91747.0,30460.0,25490.0,36024.5,40847.600000000006,27167.899999999994,29530.0,29970.0,35885.79999999999,34952.40000000002,38647.59999999998,0.04106498966112412,-0.09546098133079722,0.10849049346589233,0.022672875669721242,-0.37441080232202034,-0.24309222330445482,-0.19163748543891648,-0.07074337010041895,-0.27223891411759493,-0.2561675526489016,387998.4,328975.8,-0.1521207303947646,monthly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89937.3,122383.7,123720.0,196869.0,91974.5,97545.5,100808.20000000001,212321.0,320589.0,189520.0,532910.0,3783859300.0,3963861700.0,4067378000.0,4018844400.0,3922613800.0,,,7747721000.0,8086222400.0,,15833943400.0,1000000000,2.376866919972421,3.0874866295158583,3.0417630227630674,4.898646984192769,2.344724836281359,,,2.7404316701646847,3.964632484013796,,3.365617689400102,0.020739999999999998,2019,1119190780752.796,1.58339434e+16,7.068301006764972e-05,29865.32129,28764.555274,33172.723038000004,40770.39708,44328.39049799999,39823.15036,37843.88470389464,39418.681894105364,49023.38620199999,53034.99647600002,54267.233803999974,93649.83278,0.019912014480792488,-0.11383994095538258,0.08596752695680816,0.0018936023568403115,-0.3871218942355745,-0.2584715238987938,-0.20806227387867274,-0.08962455679254155,-0.287025994981675
4,Indonesia,IDN,EAP,Lower-Middle Income,IBRD,Excises,bill lcu,monthly,486.9,9588.800000000001,11270.2,14825.400000000001,20037.799999999996,10493.799999999996,15921.735434000002,10496.764565999998,14413.0,14862.100000000006,17062.100000000006,32871.399999999994,1520.0,17540.0,10076.900000000001,16094.699999999997,21398.4,8751.100000000006,13038.899999999994,9290.300000000003,17606.0,19604.0,2.1217909221606077,0.8292174203237108,-0.10588099590069379,0.0856165769557648,0.0679016658515409,-0.1660694886504403,-0.18106289015730467,-0.11493680347064719,0.2215361132311108,0.3190598905941955,122396.5,134920.3,0.10232155331239037,monthly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21345.9,45356.99999999999,40831.5,64795.600000000006,29136.9,46244.200000000004,39935.2,66702.9,105627.1,75381.1,172330.0,3783859300.0,3963861700.0,4067378000.0,4018844400.0,3922613800.0,,,7747721000.0,8086222400.0,,15833943400.0,1000000000,0.5641303840235286,1.1442629292540654,1.0038776823791642,1.6122943202279743,0.7427929815573484,,,0.8609357513002855,1.306260139468833,,1.088358064990936,0.020739999999999998,2019,1119190780752.796,1.58339434e+16,7.068301006764972e-05,496.99830599999996,9787.671712000001,11503.943948,15132.878796,20453.383971999996,10711.441411999995,16251.952226901161,10714.467463098837,14711.92562,15170.339954000006,17415.967954000007,33553.152835999994,2.0583605248747068,0.7920502971605999,-0.1240482354964964,0.06355837623269868,0.046203407186493003,-0.18301378279526642,-0.19770253948831693,-0.13292004180363967,0.19671621885211787
5,Indonesia,IDN,EAP,Lower-Middle Income,IBRD,Customs Duties,bill lcu,monthly,3279.7999999999997,3039.3000000000006,3301.3999999999996,3624.7999999999993,3220.0,2435.7999999999993,3633.885860000002,3338.8141399999986,3255.600000000002,3893.4000000000015,3749.2999999999956,4167.9000000000015,2910.0,3070.0,3160.7000000000007,3285.3999999999996,2453.8999999999996,2952.0,2818.0,2816.600000000002,3040.2000000000007,2589.7999999999993,-0.11275077748643203,0.01010101010100989,-0.0426182831526016,-0.09363275215184277,-0.2379192546583852,0.21192216109697057,-0.22452159793483487,-0.15640707092488731,-0.06616291927755293,-0.3348230338521605,33022.8,29096.600000000002,-0.1188936128977555,monthly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9620.5,9280.599999999999,10228.300000000003,11810.599999999999,9140.7,8691.3,8674.800000000003,18901.1,22038.9,17832.0,40940.0,3783859300.0,3963861700.0,4067378000.0,4018844400.0,3922613800.0,,,7747721000.0,8086222400.0,,15833943400.0,1000000000,0.2542509971234924,0.23413026746114773,0.25147158685521737,0.293880499578436,0.23302574421167846,,,0.24395690035818274,0.27254877382546394,,0.258558458659136,0.020739999999999998,2019,1119190780752.796,1.58339434e+16,7.068301006764972e-05,3347.8230519999997,3102.3350820000005,3369.8710359999995,3699.978351999999,3286.7828,2486.3184919999994,3709.252652736402,3408.0611452635985,3323.121144000002,3974.1491160000014,3827.0604819999953,4254.342246000001,-0.13077843279035997,-0.010422820599751225,-0.062070932022455845,-0.11204885881991766,-0.25340366269410936,0.1872976086926842,-0.24027822749655628,-0.17354769179701715,-0.085137174282925
6,Indonesia,IDN,EAP,Lower-Middle Income,IBRD,Other taxes,bill lcu,monthly,545.6,444.29999999999995,491.5000000000001,447.89999999999986,553.8,490.0,521.4355100000002,758.26449,542.0999999999995,598.9000000000005,578.8000000000002,1717.3999999999996,0.0,1046.0,414.9000000000001,467.732489,371.3675109999999,509.1999999999998,490.8000000000002,610.9192351310003,513.6807648689996,532.3000000000002,-1.0,1.3542651361692553,-0.15584944048830113,0.044278832328645074,-0.32941944564824854,0.039183673469387385,-0.05875225106936053,-0.19431907574756632,-0.0524243407692305,-0.11120387376857623,4848.2,4956.900000000001,0.022420692215667823,monthly,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1481.4,1491.6999999999998,1821.7999999999997,2895.1000000000004,1460.9,1348.2999999999997,1615.4,2973.1,4716.9,2809.2,7690.0,3783859300.0,3963861700.0,4067378000.0,4018844400.0,3922613800.0,,,7747721000.0,8086222400.0,,15833943400.0,1000000000,0.03915050435411275,0.03763249358573736,0.044790525985044904,0.07203812120718087,0.037243024026479485,,,0.03837386503721546,0.05833255340590187,,0.04856654975790807,0.020739999999999998,2019,1119190780752.796,1.58339434e+16,7.068301006764972e-05,556.915744,453.51478199999997,501.6937100000001,457.18944599999986,565.285812,500.1626,532.2500824774003,773.9908955226,553.3431539999995,611.3211860000006,590.8043120000002,1753.0188759999996,-1.0,1.3064297824806075,-0.17300139162597836,0.023060556389134425,-0.3430446985992991,0.01806892398591942,-0.0778770804214203,-0.21068937804687413,-0.07167774435138284
7,Indonesia,IDN,EAP,Lower-Middle Income,IBRD,Tax Revenue,bill lcu,monthly,89764.3,87474.2,102704.70000000007,156470.6999999999,132913.3,119617.19999999995,121804.11185100011,109405.78814900015,119103.8999999999,134634.1000000002,138582.69999999995,232854.99999999977,84650.0,93306.0,101929.50000000006,154446.03248899983,91678.46751100011,98917.8999999999,86062.1000000001,87117.19109370292,94341.10890629701,98515.95000000007,-0.05697476613754023,0.06666880062921414,-0.007547853214117865,-0.012939595151041483,-0.3102385727312457,-0.17304618399360672,-0.29343846696014925,-0.20372411215522077,-0.20790915405543323,-0.26826896009257745,1173892.3000000003,990964.25,-0.15583035172817833,monthly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,279943.20000000007,409001.19999999984,350313.80000000016,506071.79999999993,279885.50000000006,345042.39999999985,267520.4,688944.3999999999,856385.6000000001,624927.8999999999,1545330.0,3783859300.0,3963861700.0,4067378000.0,4018844400.0,3922613800.0,,,7747721000.0,8086222400.0,,15833943400.0,1000000000,7.398351201906478,10.31825101264254,8.612767242188953,12.592470611701213,7.13517858933755,,,8.892220047675954,10.590675814209613,,9.759602904731869,0.020739999999999998,2019,1119190780752.796,1.58339434e+16,7.068301006764972e-05,91626.011582,89288.41490799999,104834.79547800007,159715.9023179999,135669.92184199998,122098.06072799995,124330.32913078985,111674.86419521041,121574.11488599991,137426.4112340002,141456.90519799996,237684.41269999975,-0.07613571148141571,0.04499559205009523,-0.027713083854965886,-0.03299527318518082,-0.3242535540208532,-0.18984872150949972,-0.30779480275109156,-0.21990331735331306,-0.22400332509300433
8,Indonesia,IDN,EAP,Lower-Middle Income,IBRD,Resource Revenues - Oil-Gas,bill lcu,monthly,7281.4,8651.6,10729.7,8607.899999999998,16115.800000000003,3186.4000000000015,13643.925298000002,10148.874702000001,6802.800000000003,15334.199999999997,8522.099999999991,11388.229999999996,7594.4,9184.1,11863.3,4851.100000000002,5367.199999999997,2843.9000000000015,2300.4000000000015,6126.0999999999985,3169.699999999997,4152.300000000003,0.04298623891009971,0.06154930879837255,0.10565067056860848,-0.4364362968900657,-0.6669603742910686,-0.10748807431584229,-0.8313974937742289,-0.39637642794104544,-0.5340595049097436,-0.7292131314317014,100502.6,57452.5,-0.4283481223371336,monthly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26662.7,27910.100000000002,30595.600000000006,35244.529999999984,28641.8,13062.2,11596.199999999997,54572.8,65840.12999999999,41704.0,120412.93,3783859300.0,3963861700.0,4067378000.0,4018844400.0,3922613800.0,,,7747721000.0,8086222400.0,,15833943400.0,1000000000,0.7046430082640758,0.7041138695631082,0.7522192429619279,0.8769817015060345,0.730171295476501,,,0.7043722921875994,0.8142260593772438,,0.7604734143485696,0.020739999999999998,2019,1119190780752.796,1.58339434e+16,7.068301006764972e-05,7432.416235999999,8831.034184,10952.233978,8786.427845999997,16450.041692000003,3252.4859360000014,13926.900308680522,10359.36236331948,6943.890072000003,15652.231307999997,8698.84835399999,11624.421890199996,0.0217942266493914,0.039980121087027636,0.0831854052634447,-0.44788711806147075,-0.6737272706968166,-0.12562266034038272,-0.8348232593747956,-0.4086412092609728,-0.5435267599092263
9,Indonesia,IDN,EAP,Lower-Middle Income,IBRD,Resource Revenues - Non-Oil-Gas,bill lcu,monthly,2532.2,2956.4000000000005,2745.6399999999994,2648.66,2742.5,2530.3999999999996,2880.9488039999997,2428.3511959999996,2872.100000000002,2978.2000000000007,2809.2999999999993,3548.9999999999964,2146.0,1992.8000000000002,2249.7,2301.3999999999996,1707.5,2419.9000000000015,1782.5999999999985,2032.2000000000025,2928.0999999999985,2236.5999999999985,-0.15251559908380058,-0.32593695034501424,-0.18062819597616575,-0.13110780545634404,-0.37739288969917956,-0.04366898514068851,-0.3812455127543465,-0.1631358745195261,0.01949792834511205,-0.24900946880666242,27315.4,21796.8,-0.20203255306530388,monthly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8234.24,7921.5599999999995,8181.4000000000015,9336.499999999996,6388.5,6428.800000000001,6742.9,16155.8,17517.899999999998,12817.300000000001,33673.7,3783859300.0,3963861700.0,4067378000.0,4018844400.0,3922613800.0,,,7747721000.0,8086222400.0,,15833943400.0,1000000000,0.21761485687377435,0.19984451021588362,0.20114678301352862,0.23231802654514305,0.16286334382446727,,,0.2085232547738877,0.21663885969794744,,0.21266780579751215,0.020739999999999998,2019,1119190780752.796,1.58339434e+16,7.068301006764972e-05,2584.717828,3017.7157360000006,2802.584573599999,2703.5932083999996,2799.37945,2582.8804959999998,2940.6996821949597,2478.7151998050394,2931.667354000002,3039.9678680000006,2867.564881999999,3622.6062599999964,-0.16973528918608127,-0.3396329626986444,-0.1972766776810605,-0.14876247179139054,-0.39004338979483466,-0.06310028522511958,-0.3938177329724969,-0.1801397755741188,-0.0012168345072083614
